ID,Level,Ingredient,Plant_Part,Theme,Objective,Materials,DIY,Method,Evidence,Questions,Safety
IL-143,Primary 1-3,Citrus,Fruit,Internal Structure,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate internal structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-144,Primary 1-3,Citrus,Fruit,Colour & Texture,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate colour & texture.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-145,Primary 1-3,Citrus,Fruit,Mass & Size,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate mass & size.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-146,Primary 1-3,Citrus,Fruit,Water/Change Observation,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate water/change observation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-147,Primary 1-3,Citrus,Fruit,Sorting & Quality,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate sorting & quality.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-148,Primary 1-3,Citrus,Fruit,Post-Harvest Change,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate post-harvest change.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-149,Primary 1-3,Citrus,Fruit,Ingredient-to-Food Pathway,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate ingredient-to-food pathway.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-150,Primary 1-3,Citrus,Fruit,Investigation Challenge,"Observe and classify citrus as a fruit, then use simple measurement or comparison to investigate investigation challenge.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-151,Primary 1-3,Mint,Leaf,Identity & Plant Part,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate identity & plant part.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-152,Primary 1-3,Mint,Leaf,External Structure,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate external structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-153,Primary 1-3,Mint,Leaf,Internal Structure,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate internal structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-154,Primary 1-3,Mint,Leaf,Colour & Texture,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate colour & texture.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-155,Primary 1-3,Mint,Leaf,Mass & Size,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate mass & size.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-156,Primary 1-3,Mint,Leaf,Water/Change Observation,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate water/change observation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-157,Primary 1-3,Mint,Leaf,Sorting & Quality,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate sorting & quality.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-158,Primary 1-3,Mint,Leaf,Post-Harvest Change,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate post-harvest change.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-159,Primary 1-3,Mint,Leaf,Ingredient-to-Food Pathway,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate ingredient-to-food pathway.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-160,Primary 1-3,Mint,Leaf,Investigation Challenge,"Observe and classify mint as a leaf, then use simple measurement or comparison to investigate investigation challenge.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-161,Primary 1-3,Moringa,Leaf,Identity & Plant Part,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate identity & plant part.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-162,Primary 1-3,Moringa,Leaf,External Structure,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate external structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-163,Primary 1-3,Moringa,Leaf,Internal Structure,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate internal structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-164,Primary 1-3,Moringa,Leaf,Colour & Texture,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate colour & texture.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-165,Primary 1-3,Moringa,Leaf,Mass & Size,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate mass & size.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-166,Primary 1-3,Moringa,Leaf,Water/Change Observation,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate water/change observation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-167,Primary 1-3,Moringa,Leaf,Sorting & Quality,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate sorting & quality.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-168,Primary 1-3,Moringa,Leaf,Post-Harvest Change,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate post-harvest change.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-169,Primary 1-3,Moringa,Leaf,Ingredient-to-Food Pathway,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate ingredient-to-food pathway.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-170,Primary 1-3,Moringa,Leaf,Investigation Challenge,"Observe and classify moringa as a leaf, then use simple measurement or comparison to investigate investigation challenge.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-171,Primary 1-3,Watermelon,Fruit,Identity & Plant Part,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate identity & plant part.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-172,Primary 1-3,Watermelon,Fruit,External Structure,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate external structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-173,Primary 1-3,Watermelon,Fruit,Internal Structure,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate internal structure.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-174,Primary 1-3,Watermelon,Fruit,Colour & Texture,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate colour & texture.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-175,Primary 1-3,Watermelon,Fruit,Mass & Size,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate mass & size.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-176,Primary 1-3,Watermelon,Fruit,Water/Change Observation,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate water/change observation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-177,Primary 1-3,Watermelon,Fruit,Sorting & Quality,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate sorting & quality.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-178,Primary 1-3,Watermelon,Fruit,Post-Harvest Change,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate post-harvest change.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-179,Primary 1-3,Watermelon,Fruit,Ingredient-to-Food Pathway,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate ingredient-to-food pathway.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-180,Primary 1-3,Watermelon,Fruit,Investigation Challenge,"Observe and classify watermelon as a fruit, then use simple measurement or comparison to investigate investigation challenge.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-181,Primary 1-3,Tomato,Fruit,Identity & Plant Part,"Observe and classify tomato as a fruit, then use simple measurement or comparison to investigate identity & plant part.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Observe teacher-approved samples, record visible properties, make a count or simple measurement, compare two examples, and write/draw the result.","Labeled observation, simple table, measurement, comparison sentence or diagram.",What did you observe? Which property can we measure? How are the samples similar or different?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
