ID,Level,Garden,Theme,Objective,Materials,DIY,Steps,Evidence,Challenge,Safety
FF-103,Primary 1-3,Alphabet Food Garden,Safe Handling,Use the Alphabet Food Garden to investigate safe handling and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe safe handling task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-104,Primary 1-3,Alphabet Food Garden,Sorting & Quality,Use the Alphabet Food Garden to investigate sorting & quality and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe sorting & quality task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-105,Primary 1-3,Alphabet Food Garden,Farm-to-Food Journey,Use the Alphabet Food Garden to investigate farm-to-food journey and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe farm-to-food journey task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-106,Primary 1-3,Alphabet Food Garden,Measurement & Yield,Use the Alphabet Food Garden to investigate measurement & yield and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe measurement & yield task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-107,Primary 1-3,Alphabet Food Garden,Storage & Loss,Use the Alphabet Food Garden to investigate storage & loss and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe storage & loss task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-108,Primary 1-3,Alphabet Food Garden,Preparation Pathway,Use the Alphabet Food Garden to investigate preparation pathway and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe preparation pathway task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-109,Primary 1-3,Alphabet Food Garden,Food Choice & Literacy,Use the Alphabet Food Garden to investigate food choice & literacy and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food choice & literacy task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-110,Primary 1-3,Alphabet Food Garden,Waste-to-Resource,Use the Alphabet Food Garden to investigate waste-to-resource and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe waste-to-resource task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-111,Primary 1-3,Number Food Garden,Food Origin,Use the Number Food Garden to investigate food origin and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food origin task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-112,Primary 1-3,Number Food Garden,Harvest Readiness,Use the Number Food Garden to investigate harvest readiness and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe harvest readiness task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-113,Primary 1-3,Number Food Garden,Safe Handling,Use the Number Food Garden to investigate safe handling and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe safe handling task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-114,Primary 1-3,Number Food Garden,Sorting & Quality,Use the Number Food Garden to investigate sorting & quality and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe sorting & quality task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-115,Primary 1-3,Number Food Garden,Farm-to-Food Journey,Use the Number Food Garden to investigate farm-to-food journey and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe farm-to-food journey task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-116,Primary 1-3,Number Food Garden,Measurement & Yield,Use the Number Food Garden to investigate measurement & yield and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe measurement & yield task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-117,Primary 1-3,Number Food Garden,Storage & Loss,Use the Number Food Garden to investigate storage & loss and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe storage & loss task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-118,Primary 1-3,Number Food Garden,Preparation Pathway,Use the Number Food Garden to investigate preparation pathway and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe preparation pathway task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-119,Primary 1-3,Number Food Garden,Food Choice & Literacy,Use the Number Food Garden to investigate food choice & literacy and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food choice & literacy task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-120,Primary 1-3,Number Food Garden,Waste-to-Resource,Use the Number Food Garden to investigate waste-to-resource and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe waste-to-resource task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-121,Primary 1-3,Geometry Garden,Food Origin,Use the Geometry Garden to investigate food origin and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food origin task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-122,Primary 1-3,Geometry Garden,Harvest Readiness,Use the Geometry Garden to investigate harvest readiness and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe harvest readiness task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-123,Primary 1-3,Geometry Garden,Safe Handling,Use the Geometry Garden to investigate safe handling and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe safe handling task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-124,Primary 1-3,Geometry Garden,Sorting & Quality,Use the Geometry Garden to investigate sorting & quality and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe sorting & quality task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-125,Primary 1-3,Geometry Garden,Farm-to-Food Journey,Use the Geometry Garden to investigate farm-to-food journey and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe farm-to-food journey task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-126,Primary 1-3,Geometry Garden,Measurement & Yield,Use the Geometry Garden to investigate measurement & yield and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe measurement & yield task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-127,Primary 1-3,Geometry Garden,Storage & Loss,Use the Geometry Garden to investigate storage & loss and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe storage & loss task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-128,Primary 1-3,Geometry Garden,Preparation Pathway,Use the Geometry Garden to investigate preparation pathway and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe preparation pathway task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-129,Primary 1-3,Geometry Garden,Food Choice & Literacy,Use the Geometry Garden to investigate food choice & literacy and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food choice & literacy task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-130,Primary 1-3,Geometry Garden,Waste-to-Resource,Use the Geometry Garden to investigate waste-to-resource and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe waste-to-resource task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-131,Primary 1-3,Leaf Garden,Food Origin,Use the Leaf Garden to investigate food origin and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food origin task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-132,Primary 1-3,Leaf Garden,Harvest Readiness,Use the Leaf Garden to investigate harvest readiness and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe harvest readiness task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-133,Primary 1-3,Leaf Garden,Safe Handling,Use the Leaf Garden to investigate safe handling and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe safe handling task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-134,Primary 1-3,Leaf Garden,Sorting & Quality,Use the Leaf Garden to investigate sorting & quality and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe sorting & quality task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-135,Primary 1-3,Leaf Garden,Farm-to-Food Journey,Use the Leaf Garden to investigate farm-to-food journey and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe farm-to-food journey task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-136,Primary 1-3,Leaf Garden,Measurement & Yield,Use the Leaf Garden to investigate measurement & yield and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe measurement & yield task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-137,Primary 1-3,Leaf Garden,Storage & Loss,Use the Leaf Garden to investigate storage & loss and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe storage & loss task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-138,Primary 1-3,Leaf Garden,Preparation Pathway,Use the Leaf Garden to investigate preparation pathway and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe preparation pathway task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-139,Primary 1-3,Leaf Garden,Food Choice & Literacy,Use the Leaf Garden to investigate food choice & literacy and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe food choice & literacy task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-140,Primary 1-3,Leaf Garden,Waste-to-Resource,Use the Leaf Garden to investigate waste-to-resource and connect crop production with food people recognize.,"Student journal, crop/food picture cards, clean trays, ruler or scale where available, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Observe the crop or production area. 2. Identify the edible plant part or food connection. 3. Complete a safe waste-to-resource task. 4. Record a count, measurement, drawing or sequence. 5. Explain the garden-to-food connection.","Labeled sequence, tally, measurement, drawing or short explanation.",Identify one action that protects food quality or reduces waste.,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
