id,level,garden,mission_no,title,mission,materials,evidence,success,safety,agrishine
GM-117,Primary 1-3,Number Food Garden,7,CHECK THE EVIDENCE,Check counting and simple garden data. Collect simple evidence and use it to answer a garden question.,"plants, ruler, tally sheet","count, height or simple total","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Record numbers with units when needed. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Number Food Garden and explain why it may help."
GM-118,Primary 1-3,Number Food Garden,8,NUMBER DATA MISSION,Improve counting and simple garden data. Collect simple evidence and use it to answer a garden question.,"plants, ruler, tally sheet","count, height or simple total","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Record numbers with units when needed. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Number Food Garden and explain why it may help."
GM-119,Primary 1-3,Number Food Garden,9,EXPLAIN & EXPLAIN,Explain counting and simple garden data. Collect simple evidence and use it to answer a garden question.,"plants, ruler, tally sheet","count, height or simple total","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Record numbers with units when needed. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Number Food Garden and explain why it may help."
GM-120,Primary 1-3,Number Food Garden,10,CHALLENGE THE EVIDENCE,Challenge counting and simple garden data. Collect simple evidence and use it to answer a garden question.,"plants, ruler, tally sheet","count, height or simple total","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Record numbers with units when needed. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Number Food Garden and explain why it may help."
GM-121,Primary 1-3,Geometry Garden,1,OBSERVE THE EVIDENCE,Observe shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-122,Primary 1-3,Geometry Garden,2,GEOMETRY DATA MISSION,Count shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-123,Primary 1-3,Geometry Garden,3,MEASURE & EXPLAIN,Measure shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-124,Primary 1-3,Geometry Garden,4,COMPARE THE EVIDENCE,Compare shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-125,Primary 1-3,Geometry Garden,5,GEOMETRY DATA MISSION,Record shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-126,Primary 1-3,Geometry Garden,6,MAP & EXPLAIN,Map shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-127,Primary 1-3,Geometry Garden,7,CHECK THE EVIDENCE,Check shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-128,Primary 1-3,Geometry Garden,8,GEOMETRY DATA MISSION,Improve shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-129,Primary 1-3,Geometry Garden,9,EXPLAIN & EXPLAIN,Explain shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-130,Primary 1-3,Geometry Garden,10,CHALLENGE THE EVIDENCE,Challenge shapes and garden spaces. Collect simple evidence and use it to answer a garden question.,"beds, paths, containers","shape, side, corner or length","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use shapes to describe. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Geometry Garden and explain why it may help."
GM-131,Primary 1-3,Leaf Garden,1,OBSERVE THE EVIDENCE,Observe leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-132,Primary 1-3,Leaf Garden,2,LEAF DATA MISSION,Count leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-133,Primary 1-3,Leaf Garden,3,MEASURE & EXPLAIN,Measure leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-134,Primary 1-3,Leaf Garden,4,COMPARE THE EVIDENCE,Compare leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-135,Primary 1-3,Leaf Garden,5,LEAF DATA MISSION,Record leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-136,Primary 1-3,Leaf Garden,6,MAP & EXPLAIN,Map leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-137,Primary 1-3,Leaf Garden,7,CHECK THE EVIDENCE,Check leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-138,Primary 1-3,Leaf Garden,8,LEAF DATA MISSION,Improve leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-139,Primary 1-3,Leaf Garden,9,EXPLAIN & EXPLAIN,Explain leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-140,Primary 1-3,Leaf Garden,10,CHALLENGE THE EVIDENCE,Challenge leaf form and change. Collect simple evidence and use it to answer a garden question.,"safe leaves, plants","leaf size, shape, color or texture","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Look without damaging. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Leaf Garden and explain why it may help."
GM-141,Primary 1-3,Pollinator Garden,1,OBSERVE THE EVIDENCE,Observe flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-142,Primary 1-3,Pollinator Garden,2,POLLINATOR DATA MISSION,Count flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-143,Primary 1-3,Pollinator Garden,3,MEASURE & EXPLAIN,Measure flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-144,Primary 1-3,Pollinator Garden,4,COMPARE THE EVIDENCE,Compare flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-145,Primary 1-3,Pollinator Garden,5,POLLINATOR DATA MISSION,Record flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-146,Primary 1-3,Pollinator Garden,6,MAP & EXPLAIN,Map flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-147,Primary 1-3,Pollinator Garden,7,CHECK THE EVIDENCE,Check flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-148,Primary 1-3,Pollinator Garden,8,POLLINATOR DATA MISSION,Improve flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-149,Primary 1-3,Pollinator Garden,9,EXPLAIN & EXPLAIN,Explain flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-150,Primary 1-3,Pollinator Garden,10,CHALLENGE THE EVIDENCE,Challenge flowers and pollinator activity. Collect simple evidence and use it to answer a garden question.,"flowers, timer, tally sheet",flower count or visitor tally,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Observe from a safe distance. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Pollinator Garden and explain why it may help."
GM-151,Primary 1-3,Raised Food Garden,1,OBSERVE THE EVIDENCE,Observe raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-152,Primary 1-3,Raised Food Garden,2,RAISED DATA MISSION,Count raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-153,Primary 1-3,Raised Food Garden,3,MEASURE & EXPLAIN,Measure raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-154,Primary 1-3,Raised Food Garden,4,COMPARE THE EVIDENCE,Compare raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-155,Primary 1-3,Raised Food Garden,5,RAISED DATA MISSION,Record raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-156,Primary 1-3,Raised Food Garden,6,MAP & EXPLAIN,Map raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-157,Primary 1-3,Raised Food Garden,7,CHECK THE EVIDENCE,Check raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-158,Primary 1-3,Raised Food Garden,8,RAISED DATA MISSION,Improve raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-159,Primary 1-3,Raised Food Garden,9,EXPLAIN & EXPLAIN,Explain raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-160,Primary 1-3,Raised Food Garden,10,CHALLENGE THE EVIDENCE,Challenge raised-bed production. Collect simple evidence and use it to answer a garden question.,"ruler, plants, bed","height, spacing, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Use tools safely. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Raised Food Garden and explain why it may help."
GM-161,Primary 1-3,ReBottle Wall Garden,1,OBSERVE THE EVIDENCE,Observe vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-162,Primary 1-3,ReBottle Wall Garden,2,REBOTTLE DATA MISSION,Count vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-163,Primary 1-3,ReBottle Wall Garden,3,MEASURE & EXPLAIN,Measure vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-164,Primary 1-3,ReBottle Wall Garden,4,COMPARE THE EVIDENCE,Compare vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-165,Primary 1-3,ReBottle Wall Garden,5,REBOTTLE DATA MISSION,Record vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-166,Primary 1-3,ReBottle Wall Garden,6,MAP & EXPLAIN,Map vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-167,Primary 1-3,ReBottle Wall Garden,7,CHECK THE EVIDENCE,Check vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-168,Primary 1-3,ReBottle Wall Garden,8,REBOTTLE DATA MISSION,Improve vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-169,Primary 1-3,ReBottle Wall Garden,9,EXPLAIN & EXPLAIN,Explain vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-170,Primary 1-3,ReBottle Wall Garden,10,CHALLENGE THE EVIDENCE,Challenge vertical reused-container growing. Collect simple evidence and use it to answer a garden question.,"wall planters, ruler, observation sheet","level, drainage or growth evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not alter mounted supports. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the ReBottle Wall Garden and explain why it may help."
GM-171,Primary 1-3,Sack GrowBag Garden,1,OBSERVE THE EVIDENCE,Observe growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-172,Primary 1-3,Sack GrowBag Garden,2,SACK DATA MISSION,Count growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-173,Primary 1-3,Sack GrowBag Garden,3,MEASURE & EXPLAIN,Measure growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-174,Primary 1-3,Sack GrowBag Garden,4,COMPARE THE EVIDENCE,Compare growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-175,Primary 1-3,Sack GrowBag Garden,5,SACK DATA MISSION,Record growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-176,Primary 1-3,Sack GrowBag Garden,6,MAP & EXPLAIN,Map growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-177,Primary 1-3,Sack GrowBag Garden,7,CHECK THE EVIDENCE,Check growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-178,Primary 1-3,Sack GrowBag Garden,8,SACK DATA MISSION,Improve growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-179,Primary 1-3,Sack GrowBag Garden,9,EXPLAIN & EXPLAIN,Explain growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-180,Primary 1-3,Sack GrowBag Garden,10,CHALLENGE THE EVIDENCE,Challenge growbag production. Collect simple evidence and use it to answer a garden question.,"growbag, ruler, tally sheet","opening, height, moisture or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Do not lift filled growbags. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Sack GrowBag Garden and explain why it may help."
GM-181,Primary 1-3,Ground Production Garden,1,OBSERVE THE EVIDENCE,Observe row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-182,Primary 1-3,Ground Production Garden,2,GROUND DATA MISSION,Count row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-183,Primary 1-3,Ground Production Garden,3,MEASURE & EXPLAIN,Measure row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-184,Primary 1-3,Ground Production Garden,4,COMPARE THE EVIDENCE,Compare row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-185,Primary 1-3,Ground Production Garden,5,GROUND DATA MISSION,Record row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-186,Primary 1-3,Ground Production Garden,6,MAP & EXPLAIN,Map row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-187,Primary 1-3,Ground Production Garden,7,CHECK THE EVIDENCE,Check row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-188,Primary 1-3,Ground Production Garden,8,GROUND DATA MISSION,Improve row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-189,Primary 1-3,Ground Production Garden,9,EXPLAIN & EXPLAIN,Explain row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
GM-190,Primary 1-3,Ground Production Garden,10,CHALLENGE THE EVIDENCE,Challenge row-based crop production. Collect simple evidence and use it to answer a garden question.,"row, ruler/tape, tally sheet","row length, spacing, stand or harvest evidence","My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Stay on paths where provided. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Ground Production Garden and explain why it may help."
