id,level,garden,verb,setup,demo,ask,observe,check,close
TD-140,Primary 1-3,Leaf Garden,Improve,Mark safe work points and prepare simple tools for leaf features. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-141,Primary 1-3,Pollinator Garden,Observe,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-142,Primary 1-3,Pollinator Garden,Count,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-143,Primary 1-3,Pollinator Garden,Measure,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-144,Primary 1-3,Pollinator Garden,Compare,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-145,Primary 1-3,Pollinator Garden,Record,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-146,Primary 1-3,Pollinator Garden,Map,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-147,Primary 1-3,Pollinator Garden,Grow,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-148,Primary 1-3,Pollinator Garden,Check,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-149,Primary 1-3,Pollinator Garden,Explain,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-150,Primary 1-3,Pollinator Garden,Improve,Mark safe work points and prepare simple tools for flowers and pollinator visits. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-151,Primary 1-3,Raised Food Garden,Observe,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-152,Primary 1-3,Raised Food Garden,Count,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-153,Primary 1-3,Raised Food Garden,Measure,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-154,Primary 1-3,Raised Food Garden,Compare,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-155,Primary 1-3,Raised Food Garden,Record,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-156,Primary 1-3,Raised Food Garden,Map,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-157,Primary 1-3,Raised Food Garden,Grow,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-158,Primary 1-3,Raised Food Garden,Check,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-159,Primary 1-3,Raised Food Garden,Explain,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-160,Primary 1-3,Raised Food Garden,Improve,Mark safe work points and prepare simple tools for raised-bed growth and spacing. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-161,Primary 1-3,ReBottle Wall Garden,Observe,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-162,Primary 1-3,ReBottle Wall Garden,Count,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-163,Primary 1-3,ReBottle Wall Garden,Measure,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-164,Primary 1-3,ReBottle Wall Garden,Compare,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-165,Primary 1-3,ReBottle Wall Garden,Record,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-166,Primary 1-3,ReBottle Wall Garden,Map,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-167,Primary 1-3,ReBottle Wall Garden,Grow,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-168,Primary 1-3,ReBottle Wall Garden,Check,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-169,Primary 1-3,ReBottle Wall Garden,Explain,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-170,Primary 1-3,ReBottle Wall Garden,Improve,Mark safe work points and prepare simple tools for vertical container growth. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-171,Primary 1-3,Sack GrowBag Garden,Observe,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-172,Primary 1-3,Sack GrowBag Garden,Count,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-173,Primary 1-3,Sack GrowBag Garden,Measure,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-174,Primary 1-3,Sack GrowBag Garden,Compare,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-175,Primary 1-3,Sack GrowBag Garden,Record,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-176,Primary 1-3,Sack GrowBag Garden,Map,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-177,Primary 1-3,Sack GrowBag Garden,Grow,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-178,Primary 1-3,Sack GrowBag Garden,Check,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-179,Primary 1-3,Sack GrowBag Garden,Explain,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-180,Primary 1-3,Sack GrowBag Garden,Improve,Mark safe work points and prepare simple tools for growbag production. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-181,Primary 1-3,Ground Production Garden,Observe,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-182,Primary 1-3,Ground Production Garden,Count,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-183,Primary 1-3,Ground Production Garden,Measure,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-184,Primary 1-3,Ground Production Garden,Compare,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-185,Primary 1-3,Ground Production Garden,Record,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-186,Primary 1-3,Ground Production Garden,Map,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-187,Primary 1-3,Ground Production Garden,Grow,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-188,Primary 1-3,Ground Production Garden,Check,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-189,Primary 1-3,Ground Production Garden,Explain,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-190,Primary 1-3,Ground Production Garden,Improve,"Mark safe work points and prepare simple tools for rows, spacing and stand. Pair pupils where useful.","Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-191,Primary 1-3,Discovery Production Garden,Observe,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to observe, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-192,Primary 1-3,Discovery Production Garden,Count,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to count, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-193,Primary 1-3,Discovery Production Garden,Measure,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to measure, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-194,Primary 1-3,Discovery Production Garden,Compare,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to compare, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-195,Primary 1-3,Discovery Production Garden,Record,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to record, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-196,Primary 1-3,Discovery Production Garden,Map,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to map, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-197,Primary 1-3,Discovery Production Garden,Grow,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to grow, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-198,Primary 1-3,Discovery Production Garden,Check,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to check, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-199,Primary 1-3,Discovery Production Garden,Explain,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to explain, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-200,Primary 1-3,Discovery Production Garden,Improve,Mark safe work points and prepare simple tools for measurable production questions. Pair pupils where useful.,"Show exactly how to improve, including where to start, how to use the tool and how to record the result.",What are we observing or measuring? What did you record? Which result is larger/smaller? Why might they differ?,"Check tool handling, units where needed, complete records and whether pupils compare evidence rather than guess.",Pupil produces at least two usable observations/measurements and explains one comparison.,"Share one result, correct a common error, restore tools/site and connect the evidence to the journal or mission card."
TD-201,Primary 4-6,Raised Food Garden,Observe,"Define the question, samples/comparison and safe measurement method for raised-bed growth and spacing. Check tools before class.","Model how to observe with repeatable technique, clear units and a labeled data record.",Is the comparison fair? What stays the same? What pattern appears? Is there an unusual value? What limitation matters?,"Check sample identity, repeat measurements, units, table quality and whether conclusions match the evidence.",Learner produces comparable data plus a calculation/graph or defensible evidence-based explanation.,"Discuss pattern and limitation, state one practical implication, clean the area and assign the linked mission/journal task."
TD-202,Primary 4-6,Raised Food Garden,Measure,"Define the question, samples/comparison and safe measurement method for raised-bed growth and spacing. Check tools before class.","Model how to measure with repeatable technique, clear units and a labeled data record.",Is the comparison fair? What stays the same? What pattern appears? Is there an unusual value? What limitation matters?,"Check sample identity, repeat measurements, units, table quality and whether conclusions match the evidence.",Learner produces comparable data plus a calculation/graph or defensible evidence-based explanation.,"Discuss pattern and limitation, state one practical implication, clean the area and assign the linked mission/journal task."
