ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
NV-0144,Nursery N1-N3,Plant Indicator,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant indicator in our garden?',Leaf Garden
NV-0145,Nursery N1-N3,Plant Value,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant value at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant value in our garden?',Butterfly Garden
NV-0146,Nursery N1-N3,Plant Change,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant change at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant change in our garden?',ReBottle Garden
NV-0147,Nursery N1-N3,Plant Pattern,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant pattern in our garden?',MicroGrow Garden
NV-0148,Nursery N1-N3,Plant Comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant comparison in our garden?',Mini Table Garden
NV-0149,Nursery N1-N3,Plant Distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant distribution in our garden?',Sack Garden
NV-0150,Nursery N1-N3,Plant Performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant performance in our garden?',Discovery Garden
NV-0151,Nursery N1-N3,Plant Quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant quality in our garden?',Alphabet Garden
NV-0152,Nursery N1-N3,Plant Status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant status at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant status in our garden?',Number Garden
NV-0153,Nursery N1-N3,Plant Management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant management at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant management in our garden?',Geometry Garden
NV-0154,Nursery N1-N3,Plant Requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant requirement in our garden?',Leaf Garden
NV-0155,Nursery N1-N3,Plant Limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant limit in our garden?',Butterfly Garden
NV-0156,Nursery N1-N3,Plant Target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant target at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant target in our garden?',ReBottle Garden
NV-0157,Nursery N1-N3,Plant Threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant threshold in our garden?',MicroGrow Garden
NV-0158,Nursery N1-N3,Plant Efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for plant.,Teacher: 'Can you find or show plant efficiency in our garden?',Mini Table Garden
NV-0159,Nursery N1-N3,Plant Productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant productivity in our garden?',Sack Garden
NV-0160,Nursery N1-N3,Crop Condition,Plant & Production,A crop-production concept used to describe or evaluate crop condition.,Teacher: 'Can you find or show crop condition in our garden?',Discovery Garden
NV-0161,Nursery N1-N3,Crop Response,Plant & Production,A crop-production concept used to describe or evaluate crop response.,Teacher: 'Can you find or show crop response in our garden?',Alphabet Garden
NV-0162,Nursery N1-N3,Crop Measurement,Plant & Production,A crop-production concept used to describe or evaluate crop measurement.,Teacher: 'Can you find or show crop measurement in our garden?',Number Garden
NV-0163,Nursery N1-N3,Crop Record,Plant & Production,A crop-production concept used to describe or evaluate crop record.,Teacher: 'Can you find or show crop record in our garden?',Geometry Garden
NV-0164,Nursery N1-N3,Crop Indicator,Plant & Production,A crop-production concept used to describe or evaluate crop indicator.,Teacher: 'Can you find or show crop indicator in our garden?',Leaf Garden
NV-0165,Nursery N1-N3,Crop Value,Plant & Production,A crop-production concept used to describe or evaluate crop value.,Teacher: 'Can you find or show crop value in our garden?',Butterfly Garden
NV-0166,Nursery N1-N3,Crop Change,Plant & Production,A crop-production concept used to describe or evaluate crop change.,Teacher: 'Can you find or show crop change in our garden?',ReBottle Garden
NV-0167,Nursery N1-N3,Crop Pattern,Plant & Production,A crop-production concept used to describe or evaluate crop pattern.,Teacher: 'Can you find or show crop pattern in our garden?',MicroGrow Garden
NV-0168,Nursery N1-N3,Crop Comparison,Plant & Production,A crop-production concept used to describe or evaluate crop comparison.,Teacher: 'Can you find or show crop comparison in our garden?',Mini Table Garden
NV-0169,Nursery N1-N3,Crop Distribution,Plant & Production,A crop-production concept used to describe or evaluate crop distribution.,Teacher: 'Can you find or show crop distribution in our garden?',Sack Garden
NV-0170,Nursery N1-N3,Crop Performance,Plant & Production,A crop-production concept used to describe or evaluate crop performance.,Teacher: 'Can you find or show crop performance in our garden?',Discovery Garden
NV-0171,Nursery N1-N3,Crop Quality,Plant & Production,A crop-production concept used to describe or evaluate crop quality.,Teacher: 'Can you find or show crop quality in our garden?',Alphabet Garden
NV-0172,Nursery N1-N3,Crop Status,Plant & Production,A crop-production concept used to describe or evaluate crop status.,Teacher: 'Can you find or show crop status in our garden?',Number Garden
NV-0173,Nursery N1-N3,Crop Management,Plant & Production,A crop-production concept used to describe or evaluate crop management.,Teacher: 'Can you find or show crop management in our garden?',Geometry Garden
NV-0174,Nursery N1-N3,Crop Requirement,Plant & Production,A crop-production concept used to describe or evaluate crop requirement.,Teacher: 'Can you find or show crop requirement in our garden?',Leaf Garden
NV-0175,Nursery N1-N3,Crop Limit,Plant & Production,A crop-production concept used to describe or evaluate crop limit.,Teacher: 'Can you find or show crop limit in our garden?',Butterfly Garden
NV-0176,Nursery N1-N3,Crop Target,Plant & Production,A crop-production concept used to describe or evaluate crop target.,Teacher: 'Can you find or show crop target in our garden?',ReBottle Garden
NV-0177,Nursery N1-N3,Crop Threshold,Plant & Production,A crop-production concept used to describe or evaluate crop threshold.,Teacher: 'Can you find or show crop threshold in our garden?',MicroGrow Garden
NV-0178,Nursery N1-N3,Crop Efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for crop.,Teacher: 'Can you find or show crop efficiency in our garden?',Mini Table Garden
NV-0179,Nursery N1-N3,Crop Productivity,Plant & Production,A crop-production concept used to describe or evaluate crop productivity.,Teacher: 'Can you find or show crop productivity in our garden?',Sack Garden
NV-0180,Nursery N1-N3,Soil Condition,Soil / Growing Medium,"A soil-related property, process or management concept: soil condition.",Teacher: 'Can you find or show soil condition in our garden?',Discovery Garden
NV-0181,Nursery N1-N3,Soil Response,Soil / Growing Medium,"A soil-related property, process or management concept: soil response.",Teacher: 'Can you find or show soil response in our garden?',Alphabet Garden
NV-0182,Nursery N1-N3,Soil Measurement,Soil / Growing Medium,"A soil-related property, process or management concept: soil measurement.",Teacher: 'Can you find or show soil measurement in our garden?',Number Garden
NV-0183,Nursery N1-N3,Soil Record,Soil / Growing Medium,"A soil-related property, process or management concept: soil record.",Teacher: 'Can you find or show soil record in our garden?',Geometry Garden
NV-0184,Nursery N1-N3,Soil Indicator,Soil / Growing Medium,"A soil-related property, process or management concept: soil indicator.",Teacher: 'Can you find or show soil indicator in our garden?',Leaf Garden
NV-0185,Nursery N1-N3,Soil Value,Soil / Growing Medium,"A soil-related property, process or management concept: soil value.",Teacher: 'Can you find or show soil value in our garden?',Butterfly Garden
NV-0186,Nursery N1-N3,Soil Change,Soil / Growing Medium,"A soil-related property, process or management concept: soil change.",Teacher: 'Can you find or show soil change in our garden?',ReBottle Garden
NV-0187,Nursery N1-N3,Soil Pattern,Soil / Growing Medium,"A soil-related property, process or management concept: soil pattern.",Teacher: 'Can you find or show soil pattern in our garden?',MicroGrow Garden
NV-0188,Nursery N1-N3,Soil Comparison,Soil / Growing Medium,"A soil-related property, process or management concept: soil comparison.",Teacher: 'Can you find or show soil comparison in our garden?',Mini Table Garden
NV-0189,Nursery N1-N3,Soil Distribution,Soil / Growing Medium,"A soil-related property, process or management concept: soil distribution.",Teacher: 'Can you find or show soil distribution in our garden?',Sack Garden
NV-0190,Nursery N1-N3,Soil Performance,Soil / Growing Medium,"A soil-related property, process or management concept: soil performance.",Teacher: 'Can you find or show soil performance in our garden?',Discovery Garden
NV-0191,Nursery N1-N3,Soil Quality,Soil / Growing Medium,"A soil-related property, process or management concept: soil quality.",Teacher: 'Can you find or show soil quality in our garden?',Alphabet Garden
NV-0192,Nursery N1-N3,Soil Status,Soil / Growing Medium,"A soil-related property, process or management concept: soil status.",Teacher: 'Can you find or show soil status in our garden?',Number Garden
NV-0193,Nursery N1-N3,Soil Management,Soil / Growing Medium,"A soil-related property, process or management concept: soil management.",Teacher: 'Can you find or show soil management in our garden?',Geometry Garden
NV-0194,Nursery N1-N3,Soil Requirement,Soil / Growing Medium,"A soil-related property, process or management concept: soil requirement.",Teacher: 'Can you find or show soil requirement in our garden?',Leaf Garden
NV-0195,Nursery N1-N3,Soil Limit,Soil / Growing Medium,"A soil-related property, process or management concept: soil limit.",Teacher: 'Can you find or show soil limit in our garden?',Butterfly Garden
NV-0196,Nursery N1-N3,Soil Target,Soil / Growing Medium,"A soil-related property, process or management concept: soil target.",Teacher: 'Can you find or show soil target in our garden?',ReBottle Garden
NV-0197,Nursery N1-N3,Soil Threshold,Soil / Growing Medium,"A soil-related property, process or management concept: soil threshold.",Teacher: 'Can you find or show soil threshold in our garden?',MicroGrow Garden
NV-0198,Nursery N1-N3,Soil Efficiency,Soil / Growing Medium,A performance measure comparing useful output with the resource or input used for soil.,Teacher: 'Can you find or show soil efficiency in our garden?',Mini Table Garden
NV-0199,Nursery N1-N3,Soil Productivity,Soil / Growing Medium,"A soil-related property, process or management concept: soil productivity.",Teacher: 'Can you find or show soil productivity in our garden?',Sack Garden
NV-0200,Nursery N1-N3,Water Condition,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water condition.",Teacher: 'Can you find or show water condition in our garden?',Discovery Garden
NV-0201,Nursery N1-N3,Water Response,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water response.",Teacher: 'Can you find or show water response in our garden?',Alphabet Garden
NV-0202,Nursery N1-N3,Water Measurement,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water measurement.",Teacher: 'Can you find or show water measurement in our garden?',Number Garden
NV-0203,Nursery N1-N3,Water Record,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water record.",Teacher: 'Can you find or show water record in our garden?',Geometry Garden
NV-0204,Nursery N1-N3,Water Indicator,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water indicator.",Teacher: 'Can you find or show water indicator in our garden?',Leaf Garden
NV-0205,Nursery N1-N3,Water Value,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water value.",Teacher: 'Can you find or show water value in our garden?',Butterfly Garden
NV-0206,Nursery N1-N3,Water Change,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water change.",Teacher: 'Can you find or show water change in our garden?',ReBottle Garden
NV-0207,Nursery N1-N3,Water Pattern,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water pattern.",Teacher: 'Can you find or show water pattern in our garden?',MicroGrow Garden
NV-0208,Nursery N1-N3,Water Comparison,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water comparison.",Teacher: 'Can you find or show water comparison in our garden?',Mini Table Garden
NV-0209,Nursery N1-N3,Water Distribution,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water distribution.",Teacher: 'Can you find or show water distribution in our garden?',Sack Garden
NV-0210,Nursery N1-N3,Water Performance,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water performance.",Teacher: 'Can you find or show water performance in our garden?',Discovery Garden
NV-0211,Nursery N1-N3,Water Quality,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water quality.",Teacher: 'Can you find or show water quality in our garden?',Alphabet Garden
NV-0212,Nursery N1-N3,Water Status,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water status.",Teacher: 'Can you find or show water status in our garden?',Number Garden
NV-0213,Nursery N1-N3,Water Management,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water management.",Teacher: 'Can you find or show water management in our garden?',Geometry Garden
NV-0214,Nursery N1-N3,Water Requirement,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water requirement.",Teacher: 'Can you find or show water requirement in our garden?',Leaf Garden
NV-0215,Nursery N1-N3,Water Limit,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water limit.",Teacher: 'Can you find or show water limit in our garden?',Butterfly Garden
NV-0216,Nursery N1-N3,Water Target,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water target.",Teacher: 'Can you find or show water target in our garden?',ReBottle Garden
NV-0217,Nursery N1-N3,Water Threshold,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water threshold.",Teacher: 'Can you find or show water threshold in our garden?',MicroGrow Garden
NV-0218,Nursery N1-N3,Water Efficiency,Water & Irrigation,A performance measure comparing useful output with the resource or input used for water.,Teacher: 'Can you find or show water efficiency in our garden?',Mini Table Garden
NV-0219,Nursery N1-N3,Water Productivity,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water productivity.",Teacher: 'Can you find or show water productivity in our garden?',Sack Garden
NV-0220,Nursery N1-N3,Root-Zone Condition,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone condition at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone condition in our garden?',Discovery Garden
NV-0221,Nursery N1-N3,Root-Zone Response,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone response at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone response in our garden?',Alphabet Garden
NV-0222,Nursery N1-N3,Root-Zone Measurement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone measurement at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone measurement in our garden?',Number Garden
NV-0223,Nursery N1-N3,Root-Zone Record,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone record at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone record in our garden?',Geometry Garden
NV-0224,Nursery N1-N3,Root-Zone Indicator,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone indicator in our garden?',Leaf Garden
NV-0225,Nursery N1-N3,Root-Zone Value,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone value at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone value in our garden?',Butterfly Garden
NV-0226,Nursery N1-N3,Root-Zone Change,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone change at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone change in our garden?',ReBottle Garden
NV-0227,Nursery N1-N3,Root-Zone Pattern,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone pattern in our garden?',MicroGrow Garden
NV-0228,Nursery N1-N3,Root-Zone Comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone comparison in our garden?',Mini Table Garden
NV-0229,Nursery N1-N3,Root-Zone Distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone distribution in our garden?',Sack Garden
NV-0230,Nursery N1-N3,Root-Zone Performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone performance in our garden?',Discovery Garden
NV-0231,Nursery N1-N3,Root-Zone Quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone quality in our garden?',Alphabet Garden
NV-0232,Nursery N1-N3,Root-Zone Status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone status at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone status in our garden?',Number Garden
NV-0233,Nursery N1-N3,Root-Zone Management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone management at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone management in our garden?',Geometry Garden
NV-0234,Nursery N1-N3,Root-Zone Requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone requirement in our garden?',Leaf Garden
NV-0235,Nursery N1-N3,Root-Zone Limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone limit in our garden?',Butterfly Garden
NV-0236,Nursery N1-N3,Root-Zone Target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone target at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone target in our garden?',ReBottle Garden
NV-0237,Nursery N1-N3,Root-Zone Threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone threshold in our garden?',MicroGrow Garden
NV-0238,Nursery N1-N3,Root-Zone Efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for root-zone.,Teacher: 'Can you find or show root-zone efficiency in our garden?',Mini Table Garden
NV-0239,Nursery N1-N3,Root-Zone Productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show root-zone productivity in our garden?',Sack Garden
NV-0240,Nursery N1-N3,Field Condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field condition at the Nursery N1-N3 level.",Teacher: 'Can you find or show field condition in our garden?',Discovery Garden
NV-0241,Nursery N1-N3,Field Response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field response at the Nursery N1-N3 level.",Teacher: 'Can you find or show field response in our garden?',Alphabet Garden
NV-0242,Nursery N1-N3,Field Measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field measurement at the Nursery N1-N3 level.",Teacher: 'Can you find or show field measurement in our garden?',Number Garden
NV-0243,Nursery N1-N3,Field Record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field record at the Nursery N1-N3 level.",Teacher: 'Can you find or show field record in our garden?',Geometry Garden
NV-0244,Nursery N1-N3,Field Indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show field indicator in our garden?',Leaf Garden
NV-0245,Nursery N1-N3,Field Value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field value at the Nursery N1-N3 level.",Teacher: 'Can you find or show field value in our garden?',Butterfly Garden
NV-0246,Nursery N1-N3,Field Change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field change at the Nursery N1-N3 level.",Teacher: 'Can you find or show field change in our garden?',ReBottle Garden
NV-0247,Nursery N1-N3,Field Pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show field pattern in our garden?',MicroGrow Garden
NV-0248,Nursery N1-N3,Field Comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show field comparison in our garden?',Mini Table Garden
NV-0249,Nursery N1-N3,Field Distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show field distribution in our garden?',Sack Garden
NV-0250,Nursery N1-N3,Field Performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show field performance in our garden?',Discovery Garden
NV-0251,Nursery N1-N3,Field Quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show field quality in our garden?',Alphabet Garden
NV-0252,Nursery N1-N3,Field Status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field status at the Nursery N1-N3 level.",Teacher: 'Can you find or show field status in our garden?',Number Garden
NV-0253,Nursery N1-N3,Field Management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field management at the Nursery N1-N3 level.",Teacher: 'Can you find or show field management in our garden?',Geometry Garden
NV-0254,Nursery N1-N3,Field Requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage field requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show field requirement in our garden?',Leaf Garden
NV-0255,Nursery N1-N3,Field Limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show field limit in our garden?',Butterfly Garden
NV-0256,Nursery N1-N3,Field Target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field target at the Nursery N1-N3 level.",Teacher: 'Can you find or show field target in our garden?',ReBottle Garden
NV-0257,Nursery N1-N3,Field Threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show field threshold in our garden?',MicroGrow Garden
NV-0258,Nursery N1-N3,Field Efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for field.,Teacher: 'Can you find or show field efficiency in our garden?',Mini Table Garden
NV-0259,Nursery N1-N3,Field Productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show field productivity in our garden?',Sack Garden
NV-0260,Nursery N1-N3,Sample Condition,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample condition at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample condition in our garden?',Discovery Garden
NV-0261,Nursery N1-N3,Sample Response,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample response at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample response in our garden?',Alphabet Garden
NV-0262,Nursery N1-N3,Sample Measurement,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample measurement at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample measurement in our garden?',Number Garden
NV-0263,Nursery N1-N3,Sample Record,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample record at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample record in our garden?',Geometry Garden
NV-0264,Nursery N1-N3,Sample Indicator,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample indicator in our garden?',Leaf Garden
NV-0265,Nursery N1-N3,Sample Value,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample value at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample value in our garden?',Butterfly Garden
NV-0266,Nursery N1-N3,Sample Change,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample change at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample change in our garden?',ReBottle Garden
NV-0267,Nursery N1-N3,Sample Pattern,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample pattern in our garden?',MicroGrow Garden
NV-0268,Nursery N1-N3,Sample Comparison,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample comparison in our garden?',Mini Table Garden
NV-0269,Nursery N1-N3,Sample Distribution,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample distribution in our garden?',Sack Garden
NV-0270,Nursery N1-N3,Sample Performance,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample performance in our garden?',Discovery Garden
NV-0271,Nursery N1-N3,Sample Quality,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample quality in our garden?',Alphabet Garden
NV-0272,Nursery N1-N3,Sample Status,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample status at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample status in our garden?',Number Garden
NV-0273,Nursery N1-N3,Sample Management,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample management at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample management in our garden?',Geometry Garden
NV-0274,Nursery N1-N3,Sample Requirement,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample requirement in our garden?',Leaf Garden
NV-0275,Nursery N1-N3,Sample Limit,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample limit in our garden?',Butterfly Garden
NV-0276,Nursery N1-N3,Sample Target,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample target at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample target in our garden?',ReBottle Garden
NV-0277,Nursery N1-N3,Sample Threshold,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample threshold in our garden?',MicroGrow Garden
NV-0278,Nursery N1-N3,Sample Efficiency,Investigation & Research,A performance measure comparing useful output with the resource or input used for sample.,Teacher: 'Can you find or show sample efficiency in our garden?',Mini Table Garden
NV-0279,Nursery N1-N3,Sample Productivity,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show sample productivity in our garden?',Sack Garden
NV-0280,Nursery N1-N3,Treatment Condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment condition at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment condition in our garden?',Discovery Garden
NV-0281,Nursery N1-N3,Treatment Response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment response at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment response in our garden?',Alphabet Garden
NV-0282,Nursery N1-N3,Treatment Measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment measurement at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment measurement in our garden?',Number Garden
NV-0283,Nursery N1-N3,Treatment Record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment record at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment record in our garden?',Geometry Garden
NV-0284,Nursery N1-N3,Treatment Indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment indicator in our garden?',Leaf Garden
