ID,Level,Domain,Context,Scenario,Task,Evidence,Success_Criteria,Extension,Safety
FSC-251,Primary 4-6,Know the Ingredient,Water Station,A school team must improve a water station. The team asks you to solve a know the ingredient problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-252,Primary 4-6,Build a Food Journey,Storage Shelf,A school team must improve a storage shelf. The team asks you to solve a build a food journey problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-253,Primary 4-6,Make a Food Choice,Market Basket,A school team must improve a market basket. The team asks you to solve a make a food choice problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-254,Primary 4-6,Read the Label,Food Journey Map,A school team must improve a food journey map. The team asks you to solve a read the label problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-255,Primary 4-6,Plan a Meal,School Food-Waste Station,A school team must improve a school food-waste station. The team asks you to solve a plan a meal problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-256,Primary 4-6,Use Water Wisely,School Garden,A school team must improve a school garden. The team asks you to solve a use water wisely problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-257,Primary 4-6,Reduce Food Waste,Classroom Food Table,A school team must improve a classroom food table. The team asks you to solve a reduce food waste problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-258,Primary 4-6,Think Seasonally,Harvest Basket,A school team must improve a harvest basket. The team asks you to solve a think seasonally problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-259,Primary 4-6,Store & Handle Responsibly,Ingredient Display,A school team must improve a ingredient display. The team asks you to solve a store & handle responsibly problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-260,Primary 4-6,Solve a Food-System Challenge,School Lunch Scenario,A school team must improve a school lunch scenario. The team asks you to solve a solve a food-system challenge problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-261,Primary 4-6,Know the Ingredient,Storage Shelf,A school team must improve a storage shelf. The team asks you to solve a know the ingredient problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-262,Primary 4-6,Build a Food Journey,Market Basket,A school team must improve a market basket. The team asks you to solve a build a food journey problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-263,Primary 4-6,Make a Food Choice,Food Journey Map,A school team must improve a food journey map. The team asks you to solve a make a food choice problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-264,Primary 4-6,Read the Label,School Food-Waste Station,A school team must improve a school food-waste station. The team asks you to solve a read the label problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-265,Primary 4-6,Plan a Meal,School Garden,A school team must improve a school garden. The team asks you to solve a plan a meal problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-266,Primary 4-6,Use Water Wisely,Classroom Food Table,A school team must improve a classroom food table. The team asks you to solve a use water wisely problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-267,Primary 4-6,Reduce Food Waste,Harvest Basket,A school team must improve a harvest basket. The team asks you to solve a reduce food waste problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-268,Primary 4-6,Think Seasonally,Ingredient Display,A school team must improve a ingredient display. The team asks you to solve a think seasonally problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-269,Primary 4-6,Store & Handle Responsibly,School Lunch Scenario,A school team must improve a school lunch scenario. The team asks you to solve a store & handle responsibly problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-270,Primary 4-6,Solve a Food-System Challenge,Water Station,A school team must improve a water station. The team asks you to solve a solve a food-system challenge problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-271,Primary 4-6,Know the Ingredient,Market Basket,A school team must improve a market basket. The team asks you to solve a know the ingredient problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-272,Primary 4-6,Build a Food Journey,Food Journey Map,A school team must improve a food journey map. The team asks you to solve a build a food journey problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-273,Primary 4-6,Make a Food Choice,School Food-Waste Station,A school team must improve a school food-waste station. The team asks you to solve a make a food choice problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-274,Primary 4-6,Read the Label,School Garden,A school team must improve a school garden. The team asks you to solve a read the label problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-275,Primary 4-6,Plan a Meal,Classroom Food Table,A school team must improve a classroom food table. The team asks you to solve a plan a meal problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-276,Primary 4-6,Use Water Wisely,Harvest Basket,A school team must improve a harvest basket. The team asks you to solve a use water wisely problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-277,Primary 4-6,Reduce Food Waste,Ingredient Display,A school team must improve a ingredient display. The team asks you to solve a reduce food waste problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-278,Primary 4-6,Think Seasonally,School Lunch Scenario,A school team must improve a school lunch scenario. The team asks you to solve a think seasonally problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-279,Primary 4-6,Store & Handle Responsibly,Water Station,A school team must improve a water station. The team asks you to solve a store & handle responsibly problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-280,Primary 4-6,Solve a Food-System Challenge,Storage Shelf,A school team must improve a storage shelf. The team asks you to solve a solve a food-system challenge problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-281,Primary 4-6,Know the Ingredient,Food Journey Map,A school team must improve a food journey map. The team asks you to solve a know the ingredient problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-282,Primary 4-6,Build a Food Journey,School Food-Waste Station,A school team must improve a school food-waste station. The team asks you to solve a build a food journey problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-283,Primary 4-6,Make a Food Choice,School Garden,A school team must improve a school garden. The team asks you to solve a make a food choice problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-284,Primary 4-6,Read the Label,Classroom Food Table,A school team must improve a classroom food table. The team asks you to solve a read the label problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-285,Primary 4-6,Plan a Meal,Harvest Basket,A school team must improve a harvest basket. The team asks you to solve a plan a meal problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-286,Primary 4-6,Use Water Wisely,Ingredient Display,A school team must improve a ingredient display. The team asks you to solve a use water wisely problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-287,Primary 4-6,Reduce Food Waste,School Lunch Scenario,A school team must improve a school lunch scenario. The team asks you to solve a reduce food waste problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-288,Primary 4-6,Think Seasonally,Water Station,A school team must improve a water station. The team asks you to solve a think seasonally problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-289,Primary 4-6,Store & Handle Responsibly,Storage Shelf,A school team must improve a storage shelf. The team asks you to solve a store & handle responsibly problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-290,Primary 4-6,Solve a Food-System Challenge,Market Basket,A school team must improve a market basket. The team asks you to solve a solve a food-system challenge problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-291,Primary 4-6,Know the Ingredient,School Food-Waste Station,A school team must improve a school food-waste station. The team asks you to solve a know the ingredient problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-292,Primary 4-6,Build a Food Journey,School Garden,A school team must improve a school garden. The team asks you to solve a build a food journey problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-293,Primary 4-6,Make a Food Choice,Classroom Food Table,A school team must improve a classroom food table. The team asks you to solve a make a food choice problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-294,Primary 4-6,Read the Label,Harvest Basket,A school team must improve a harvest basket. The team asks you to solve a read the label problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-295,Primary 4-6,Plan a Meal,Ingredient Display,A school team must improve a ingredient display. The team asks you to solve a plan a meal problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-296,Primary 4-6,Use Water Wisely,School Lunch Scenario,A school team must improve a school lunch scenario. The team asks you to solve a use water wisely problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-297,Primary 4-6,Reduce Food Waste,Water Station,A school team must improve a water station. The team asks you to solve a reduce food waste problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-298,Primary 4-6,Think Seasonally,Storage Shelf,A school team must improve a storage shelf. The team asks you to solve a think seasonally problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-299,Primary 4-6,Store & Handle Responsibly,Market Basket,A school team must improve a market basket. The team asks you to solve a store & handle responsibly problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-300,Primary 4-6,Solve a Food-System Challenge,Food Journey Map,A school team must improve a food journey map. The team asks you to solve a solve a food-system challenge problem using evidence rather than guesswork.,"Define the question, collect/read relevant evidence, make at least one calculation or structured comparison, identify a limitation and justify the preferred action.","Evidence table, calculation/graph where appropriate, decision and justification.",Fair comparison; correct units/reading; evidence supports conclusion; limitation is acknowledged.,Propose a second option and state what evidence would make you change your decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
