ID,Level,Ingredient,Plant_Part,Theme,Objective,Materials,DIY,Method,Evidence,Questions,Safety
IL-238,Primary 4-6,Pineapple,Fruit,Post-Harvest Change,"Investigate post-harvest change in pineapple using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-239,Primary 4-6,Pineapple,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in pineapple using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-240,Primary 4-6,Pineapple,Fruit,Investigation Challenge,"Investigate investigation challenge in pineapple using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-241,Primary 4-6,Citrus,Fruit,Identity & Plant Part,"Investigate identity & plant part in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-242,Primary 4-6,Citrus,Fruit,External Structure,"Investigate external structure in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-243,Primary 4-6,Citrus,Fruit,Internal Structure,"Investigate internal structure in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-244,Primary 4-6,Citrus,Fruit,Colour & Texture,"Investigate colour & texture in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-245,Primary 4-6,Citrus,Fruit,Mass & Size,"Investigate mass & size in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-246,Primary 4-6,Citrus,Fruit,Water/Change Observation,"Investigate water/change observation in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-247,Primary 4-6,Citrus,Fruit,Sorting & Quality,"Investigate sorting & quality in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-248,Primary 4-6,Citrus,Fruit,Post-Harvest Change,"Investigate post-harvest change in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-249,Primary 4-6,Citrus,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-250,Primary 4-6,Citrus,Fruit,Investigation Challenge,"Investigate investigation challenge in citrus using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-251,Primary 4-6,Mint,Leaf,Identity & Plant Part,"Investigate identity & plant part in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-252,Primary 4-6,Mint,Leaf,External Structure,"Investigate external structure in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-253,Primary 4-6,Mint,Leaf,Internal Structure,"Investigate internal structure in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-254,Primary 4-6,Mint,Leaf,Colour & Texture,"Investigate colour & texture in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-255,Primary 4-6,Mint,Leaf,Mass & Size,"Investigate mass & size in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-256,Primary 4-6,Mint,Leaf,Water/Change Observation,"Investigate water/change observation in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-257,Primary 4-6,Mint,Leaf,Sorting & Quality,"Investigate sorting & quality in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-258,Primary 4-6,Mint,Leaf,Post-Harvest Change,"Investigate post-harvest change in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-259,Primary 4-6,Mint,Leaf,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-260,Primary 4-6,Mint,Leaf,Investigation Challenge,"Investigate investigation challenge in mint using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-261,Primary 4-6,Moringa,Leaf,Identity & Plant Part,"Investigate identity & plant part in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-262,Primary 4-6,Moringa,Leaf,External Structure,"Investigate external structure in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-263,Primary 4-6,Moringa,Leaf,Internal Structure,"Investigate internal structure in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-264,Primary 4-6,Moringa,Leaf,Colour & Texture,"Investigate colour & texture in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-265,Primary 4-6,Moringa,Leaf,Mass & Size,"Investigate mass & size in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-266,Primary 4-6,Moringa,Leaf,Water/Change Observation,"Investigate water/change observation in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-267,Primary 4-6,Moringa,Leaf,Sorting & Quality,"Investigate sorting & quality in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-268,Primary 4-6,Moringa,Leaf,Post-Harvest Change,"Investigate post-harvest change in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-269,Primary 4-6,Moringa,Leaf,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-270,Primary 4-6,Moringa,Leaf,Investigation Challenge,"Investigate investigation challenge in moringa using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-271,Primary 4-6,Watermelon,Fruit,Identity & Plant Part,"Investigate identity & plant part in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-272,Primary 4-6,Watermelon,Fruit,External Structure,"Investigate external structure in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-273,Primary 4-6,Watermelon,Fruit,Internal Structure,"Investigate internal structure in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-274,Primary 4-6,Watermelon,Fruit,Colour & Texture,"Investigate colour & texture in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
