ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
PV2-0297,Primary 4-6,root-zone comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone comparison at the Primary 4-6 level.","Measure, compare or explain 'root-zone comparison' using evidence from one garden activity.",Vertical Garden
PV2-0298,Primary 4-6,root-zone distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone distribution at the Primary 4-6 level.","Measure, compare or explain 'root-zone distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0299,Primary 4-6,root-zone performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone performance at the Primary 4-6 level.","Measure, compare or explain 'root-zone performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0300,Primary 4-6,root-zone quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone quality at the Primary 4-6 level.","Measure, compare or explain 'root-zone quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0301,Primary 4-6,root-zone status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone status at the Primary 4-6 level.","Measure, compare or explain 'root-zone status' using evidence from one garden activity.",Raised Food Garden
PV2-0302,Primary 4-6,root-zone management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone management at the Primary 4-6 level.","Measure, compare or explain 'root-zone management' using evidence from one garden activity.",Geometry Garden
PV2-0303,Primary 4-6,root-zone requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone requirement at the Primary 4-6 level.","Measure, compare or explain 'root-zone requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0304,Primary 4-6,root-zone limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone limit at the Primary 4-6 level.","Measure, compare or explain 'root-zone limit' using evidence from one garden activity.",Keyhole Garden
PV2-0305,Primary 4-6,root-zone target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone target at the Primary 4-6 level.","Measure, compare or explain 'root-zone target' using evidence from one garden activity.",Compost Garden
PV2-0306,Primary 4-6,root-zone threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone threshold at the Primary 4-6 level.","Measure, compare or explain 'root-zone threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0307,Primary 4-6,root-zone efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for root-zone.,"Measure, compare or explain 'root-zone efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0308,Primary 4-6,root-zone productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage root-zone productivity at the Primary 4-6 level.","Measure, compare or explain 'root-zone productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0309,Primary 4-6,field condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field condition at the Primary 4-6 level.","Measure, compare or explain 'field condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0310,Primary 4-6,field response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field response at the Primary 4-6 level.","Measure, compare or explain 'field response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0311,Primary 4-6,field measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field measurement at the Primary 4-6 level.","Measure, compare or explain 'field measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0312,Primary 4-6,field record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field record at the Primary 4-6 level.","Measure, compare or explain 'field record' using evidence from one garden activity.",Geometry Garden
PV2-0313,Primary 4-6,field indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field indicator at the Primary 4-6 level.","Measure, compare or explain 'field indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0314,Primary 4-6,field value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field value at the Primary 4-6 level.","Measure, compare or explain 'field value' using evidence from one garden activity.",Keyhole Garden
PV2-0315,Primary 4-6,field change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field change at the Primary 4-6 level.","Measure, compare or explain 'field change' using evidence from one garden activity.",Compost Garden
PV2-0316,Primary 4-6,field pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field pattern at the Primary 4-6 level.","Measure, compare or explain 'field pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0317,Primary 4-6,field comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field comparison at the Primary 4-6 level.","Measure, compare or explain 'field comparison' using evidence from one garden activity.",Vertical Garden
PV2-0318,Primary 4-6,field distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field distribution at the Primary 4-6 level.","Measure, compare or explain 'field distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0319,Primary 4-6,field performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field performance at the Primary 4-6 level.","Measure, compare or explain 'field performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0320,Primary 4-6,field quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field quality at the Primary 4-6 level.","Measure, compare or explain 'field quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0321,Primary 4-6,field status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field status at the Primary 4-6 level.","Measure, compare or explain 'field status' using evidence from one garden activity.",Raised Food Garden
PV2-0322,Primary 4-6,field management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field management at the Primary 4-6 level.","Measure, compare or explain 'field management' using evidence from one garden activity.",Geometry Garden
PV2-0323,Primary 4-6,field requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage field requirement at the Primary 4-6 level.","Measure, compare or explain 'field requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0324,Primary 4-6,field limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field limit at the Primary 4-6 level.","Measure, compare or explain 'field limit' using evidence from one garden activity.",Keyhole Garden
PV2-0325,Primary 4-6,field target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field target at the Primary 4-6 level.","Measure, compare or explain 'field target' using evidence from one garden activity.",Compost Garden
PV2-0326,Primary 4-6,field threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field threshold at the Primary 4-6 level.","Measure, compare or explain 'field threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0327,Primary 4-6,field efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for field.,"Measure, compare or explain 'field efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0328,Primary 4-6,field productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage field productivity at the Primary 4-6 level.","Measure, compare or explain 'field productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0329,Primary 4-6,sample condition,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample condition at the Primary 4-6 level.","Measure, compare or explain 'sample condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0330,Primary 4-6,sample response,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample response at the Primary 4-6 level.","Measure, compare or explain 'sample response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0331,Primary 4-6,sample measurement,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample measurement at the Primary 4-6 level.","Measure, compare or explain 'sample measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0332,Primary 4-6,sample record,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample record at the Primary 4-6 level.","Measure, compare or explain 'sample record' using evidence from one garden activity.",Geometry Garden
PV2-0333,Primary 4-6,sample indicator,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample indicator at the Primary 4-6 level.","Measure, compare or explain 'sample indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0334,Primary 4-6,sample value,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample value at the Primary 4-6 level.","Measure, compare or explain 'sample value' using evidence from one garden activity.",Keyhole Garden
PV2-0335,Primary 4-6,sample change,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample change at the Primary 4-6 level.","Measure, compare or explain 'sample change' using evidence from one garden activity.",Compost Garden
PV2-0336,Primary 4-6,sample pattern,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample pattern at the Primary 4-6 level.","Measure, compare or explain 'sample pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0337,Primary 4-6,sample comparison,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample comparison at the Primary 4-6 level.","Measure, compare or explain 'sample comparison' using evidence from one garden activity.",Vertical Garden
PV2-0338,Primary 4-6,sample distribution,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample distribution at the Primary 4-6 level.","Measure, compare or explain 'sample distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0339,Primary 4-6,sample performance,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample performance at the Primary 4-6 level.","Measure, compare or explain 'sample performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0340,Primary 4-6,sample quality,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample quality at the Primary 4-6 level.","Measure, compare or explain 'sample quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0341,Primary 4-6,sample status,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample status at the Primary 4-6 level.","Measure, compare or explain 'sample status' using evidence from one garden activity.",Raised Food Garden
PV2-0342,Primary 4-6,sample management,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample management at the Primary 4-6 level.","Measure, compare or explain 'sample management' using evidence from one garden activity.",Geometry Garden
PV2-0343,Primary 4-6,sample requirement,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample requirement at the Primary 4-6 level.","Measure, compare or explain 'sample requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0344,Primary 4-6,sample limit,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample limit at the Primary 4-6 level.","Measure, compare or explain 'sample limit' using evidence from one garden activity.",Keyhole Garden
PV2-0345,Primary 4-6,sample target,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample target at the Primary 4-6 level.","Measure, compare or explain 'sample target' using evidence from one garden activity.",Compost Garden
PV2-0346,Primary 4-6,sample threshold,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample threshold at the Primary 4-6 level.","Measure, compare or explain 'sample threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0347,Primary 4-6,sample efficiency,Investigation & Research,A performance measure comparing useful output with the resource or input used for sample.,"Measure, compare or explain 'sample efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0348,Primary 4-6,sample productivity,Investigation & Research,"A GrowMeal concept used to observe, describe, measure, analyze or manage sample productivity at the Primary 4-6 level.","Measure, compare or explain 'sample productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0349,Primary 4-6,treatment condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment condition at the Primary 4-6 level.","Measure, compare or explain 'treatment condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0350,Primary 4-6,treatment response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment response at the Primary 4-6 level.","Measure, compare or explain 'treatment response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0351,Primary 4-6,treatment measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment measurement at the Primary 4-6 level.","Measure, compare or explain 'treatment measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0352,Primary 4-6,treatment record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment record at the Primary 4-6 level.","Measure, compare or explain 'treatment record' using evidence from one garden activity.",Geometry Garden
PV2-0353,Primary 4-6,treatment indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment indicator at the Primary 4-6 level.","Measure, compare or explain 'treatment indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0354,Primary 4-6,treatment value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment value at the Primary 4-6 level.","Measure, compare or explain 'treatment value' using evidence from one garden activity.",Keyhole Garden
PV2-0355,Primary 4-6,treatment change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment change at the Primary 4-6 level.","Measure, compare or explain 'treatment change' using evidence from one garden activity.",Compost Garden
PV2-0356,Primary 4-6,treatment pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment pattern at the Primary 4-6 level.","Measure, compare or explain 'treatment pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0357,Primary 4-6,treatment comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment comparison at the Primary 4-6 level.","Measure, compare or explain 'treatment comparison' using evidence from one garden activity.",Vertical Garden
PV2-0358,Primary 4-6,treatment distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment distribution at the Primary 4-6 level.","Measure, compare or explain 'treatment distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0359,Primary 4-6,treatment performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment performance at the Primary 4-6 level.","Measure, compare or explain 'treatment performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0360,Primary 4-6,treatment quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment quality at the Primary 4-6 level.","Measure, compare or explain 'treatment quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0361,Primary 4-6,treatment status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment status at the Primary 4-6 level.","Measure, compare or explain 'treatment status' using evidence from one garden activity.",Raised Food Garden
PV2-0362,Primary 4-6,treatment management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment management at the Primary 4-6 level.","Measure, compare or explain 'treatment management' using evidence from one garden activity.",Geometry Garden
PV2-0363,Primary 4-6,treatment requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment requirement at the Primary 4-6 level.","Measure, compare or explain 'treatment requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0364,Primary 4-6,treatment limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment limit at the Primary 4-6 level.","Measure, compare or explain 'treatment limit' using evidence from one garden activity.",Keyhole Garden
PV2-0365,Primary 4-6,treatment target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment target at the Primary 4-6 level.","Measure, compare or explain 'treatment target' using evidence from one garden activity.",Compost Garden
PV2-0366,Primary 4-6,treatment threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment threshold at the Primary 4-6 level.","Measure, compare or explain 'treatment threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0367,Primary 4-6,treatment efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for treatment.,"Measure, compare or explain 'treatment efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0368,Primary 4-6,treatment productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment productivity at the Primary 4-6 level.","Measure, compare or explain 'treatment productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0369,Primary 4-6,system condition,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system condition at the Primary 4-6 level.","Measure, compare or explain 'system condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0370,Primary 4-6,system response,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system response at the Primary 4-6 level.","Measure, compare or explain 'system response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0371,Primary 4-6,system measurement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system measurement at the Primary 4-6 level.","Measure, compare or explain 'system measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0372,Primary 4-6,system record,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system record at the Primary 4-6 level.","Measure, compare or explain 'system record' using evidence from one garden activity.",Geometry Garden
PV2-0373,Primary 4-6,system indicator,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system indicator at the Primary 4-6 level.","Measure, compare or explain 'system indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0374,Primary 4-6,system value,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system value at the Primary 4-6 level.","Measure, compare or explain 'system value' using evidence from one garden activity.",Keyhole Garden
PV2-0375,Primary 4-6,system change,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system change at the Primary 4-6 level.","Measure, compare or explain 'system change' using evidence from one garden activity.",Compost Garden
PV2-0376,Primary 4-6,system pattern,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system pattern at the Primary 4-6 level.","Measure, compare or explain 'system pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0377,Primary 4-6,system comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system comparison at the Primary 4-6 level.","Measure, compare or explain 'system comparison' using evidence from one garden activity.",Vertical Garden
PV2-0378,Primary 4-6,system distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system distribution at the Primary 4-6 level.","Measure, compare or explain 'system distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0379,Primary 4-6,system performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system performance at the Primary 4-6 level.","Measure, compare or explain 'system performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0380,Primary 4-6,system quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system quality at the Primary 4-6 level.","Measure, compare or explain 'system quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0381,Primary 4-6,system status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system status at the Primary 4-6 level.","Measure, compare or explain 'system status' using evidence from one garden activity.",Raised Food Garden
PV2-0382,Primary 4-6,system management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system management at the Primary 4-6 level.","Measure, compare or explain 'system management' using evidence from one garden activity.",Geometry Garden
PV2-0383,Primary 4-6,system requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system requirement at the Primary 4-6 level.","Measure, compare or explain 'system requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0384,Primary 4-6,system limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system limit at the Primary 4-6 level.","Measure, compare or explain 'system limit' using evidence from one garden activity.",Keyhole Garden
PV2-0385,Primary 4-6,system target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system target at the Primary 4-6 level.","Measure, compare or explain 'system target' using evidence from one garden activity.",Compost Garden
PV2-0386,Primary 4-6,system threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system threshold at the Primary 4-6 level.","Measure, compare or explain 'system threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0387,Primary 4-6,system efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for system.,"Measure, compare or explain 'system efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0388,Primary 4-6,system productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system productivity at the Primary 4-6 level.","Measure, compare or explain 'system productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0389,Primary 4-6,measured condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured condition at the Primary 4-6 level.","Measure, compare or explain 'measured condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0390,Primary 4-6,measured response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured response at the Primary 4-6 level.","Measure, compare or explain 'measured response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0391,Primary 4-6,measured measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured measurement at the Primary 4-6 level.","Measure, compare or explain 'measured measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0392,Primary 4-6,measured record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured record at the Primary 4-6 level.","Measure, compare or explain 'measured record' using evidence from one garden activity.",Geometry Garden
PV2-0393,Primary 4-6,measured indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured indicator at the Primary 4-6 level.","Measure, compare or explain 'measured indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0394,Primary 4-6,measured value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured value at the Primary 4-6 level.","Measure, compare or explain 'measured value' using evidence from one garden activity.",Keyhole Garden
PV2-0395,Primary 4-6,measured change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured change at the Primary 4-6 level.","Measure, compare or explain 'measured change' using evidence from one garden activity.",Compost Garden
PV2-0396,Primary 4-6,measured pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured pattern at the Primary 4-6 level.","Measure, compare or explain 'measured pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0397,Primary 4-6,measured comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured comparison at the Primary 4-6 level.","Measure, compare or explain 'measured comparison' using evidence from one garden activity.",Vertical Garden
PV2-0398,Primary 4-6,measured distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured distribution at the Primary 4-6 level.","Measure, compare or explain 'measured distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0399,Primary 4-6,measured performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured performance at the Primary 4-6 level.","Measure, compare or explain 'measured performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0400,Primary 4-6,measured quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured quality at the Primary 4-6 level.","Measure, compare or explain 'measured quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0401,Primary 4-6,measured status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured status at the Primary 4-6 level.","Measure, compare or explain 'measured status' using evidence from one garden activity.",Raised Food Garden
PV2-0402,Primary 4-6,measured management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured management at the Primary 4-6 level.","Measure, compare or explain 'measured management' using evidence from one garden activity.",Geometry Garden
PV2-0403,Primary 4-6,measured requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured requirement at the Primary 4-6 level.","Measure, compare or explain 'measured requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0404,Primary 4-6,measured limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured limit at the Primary 4-6 level.","Measure, compare or explain 'measured limit' using evidence from one garden activity.",Keyhole Garden
PV2-0405,Primary 4-6,measured target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured target at the Primary 4-6 level.","Measure, compare or explain 'measured target' using evidence from one garden activity.",Compost Garden
PV2-0406,Primary 4-6,measured threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured threshold at the Primary 4-6 level.","Measure, compare or explain 'measured threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0407,Primary 4-6,measured efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for measured.,"Measure, compare or explain 'measured efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0408,Primary 4-6,measured productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured productivity at the Primary 4-6 level.","Measure, compare or explain 'measured productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0409,Primary 4-6,observed condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed condition at the Primary 4-6 level.","Measure, compare or explain 'observed condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0410,Primary 4-6,observed response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed response at the Primary 4-6 level.","Measure, compare or explain 'observed response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0411,Primary 4-6,observed measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed measurement at the Primary 4-6 level.","Measure, compare or explain 'observed measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0412,Primary 4-6,observed record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed record at the Primary 4-6 level.","Measure, compare or explain 'observed record' using evidence from one garden activity.",Geometry Garden
PV2-0413,Primary 4-6,observed indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed indicator at the Primary 4-6 level.","Measure, compare or explain 'observed indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0414,Primary 4-6,observed value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed value at the Primary 4-6 level.","Measure, compare or explain 'observed value' using evidence from one garden activity.",Keyhole Garden
PV2-0415,Primary 4-6,observed change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed change at the Primary 4-6 level.","Measure, compare or explain 'observed change' using evidence from one garden activity.",Compost Garden
PV2-0416,Primary 4-6,observed pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed pattern at the Primary 4-6 level.","Measure, compare or explain 'observed pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0417,Primary 4-6,observed comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed comparison at the Primary 4-6 level.","Measure, compare or explain 'observed comparison' using evidence from one garden activity.",Vertical Garden
PV2-0418,Primary 4-6,observed distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed distribution at the Primary 4-6 level.","Measure, compare or explain 'observed distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0419,Primary 4-6,observed performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed performance at the Primary 4-6 level.","Measure, compare or explain 'observed performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0420,Primary 4-6,observed quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed quality at the Primary 4-6 level.","Measure, compare or explain 'observed quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0421,Primary 4-6,observed status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed status at the Primary 4-6 level.","Measure, compare or explain 'observed status' using evidence from one garden activity.",Raised Food Garden
PV2-0422,Primary 4-6,observed management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed management at the Primary 4-6 level.","Measure, compare or explain 'observed management' using evidence from one garden activity.",Geometry Garden
PV2-0423,Primary 4-6,observed requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed requirement at the Primary 4-6 level.","Measure, compare or explain 'observed requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0424,Primary 4-6,observed limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed limit at the Primary 4-6 level.","Measure, compare or explain 'observed limit' using evidence from one garden activity.",Keyhole Garden
