id,level,garden,domain,question,answer
AQ-223,Primary 4-6,Grid Experiment Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-224,Primary 4-6,Grid Experiment Garden,Practical,Use an appropriate tool to collect a repeatable treatment response.,0-3 technique/units rubric.
AQ-225,Primary 4-6,Grid Experiment Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-226,Primary 4-6,Grid Experiment Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-227,Primary 4-6,Grid Experiment Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-228,Primary 4-6,Grid Experiment Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-229,Primary 4-6,Grid Experiment Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-230,Primary 4-6,Grid Experiment Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-231,Primary 4-6,Keyhole Garden,Knowledge,"Define or explain one core idea related to access, moisture and resource flow in keyhole beds.",Accurate level-appropriate explanation.
AQ-232,Primary 4-6,Keyhole Garden,Knowledge,Why is a fair comparison important when studying the keyhole bed?,It reduces bias and supports a valid comparison.
AQ-233,Primary 4-6,Keyhole Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-234,Primary 4-6,Keyhole Garden,Practical,Use an appropriate tool to collect a repeatable system observation.,0-3 technique/units rubric.
AQ-235,Primary 4-6,Keyhole Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-236,Primary 4-6,Keyhole Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-237,Primary 4-6,Keyhole Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-238,Primary 4-6,Keyhole Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-239,Primary 4-6,Keyhole Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-240,Primary 4-6,Keyhole Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-241,Primary 4-6,Compost Garden,Knowledge,"Define or explain one core idea related to temperature, moisture, volume and maturity.",Accurate level-appropriate explanation.
AQ-242,Primary 4-6,Compost Garden,Knowledge,Why is a fair comparison important when studying the compost pile?,It reduces bias and supports a valid comparison.
AQ-243,Primary 4-6,Compost Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-244,Primary 4-6,Compost Garden,Practical,Use an appropriate tool to collect a repeatable compost indicator.,0-3 technique/units rubric.
AQ-245,Primary 4-6,Compost Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-246,Primary 4-6,Compost Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-247,Primary 4-6,Compost Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-248,Primary 4-6,Compost Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-249,Primary 4-6,Compost Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-250,Primary 4-6,Compost Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-251,Primary 4-6,Gravity Drip Garden,Knowledge,"Define or explain one core idea related to flow rate, uniformity and applied water.",Accurate level-appropriate explanation.
AQ-252,Primary 4-6,Gravity Drip Garden,Knowledge,Why is a fair comparison important when studying the drip emitter?,It reduces bias and supports a valid comparison.
AQ-253,Primary 4-6,Gravity Drip Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-254,Primary 4-6,Gravity Drip Garden,Practical,Use an appropriate tool to collect a repeatable flow rate.,0-3 technique/units rubric.
AQ-255,Primary 4-6,Gravity Drip Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-256,Primary 4-6,Gravity Drip Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-257,Primary 4-6,Gravity Drip Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-258,Primary 4-6,Gravity Drip Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-259,Primary 4-6,Gravity Drip Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-260,Primary 4-6,Gravity Drip Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-261,Primary 4-6,Vertical Garden,Knowledge,Define or explain one core idea related to performance across vertical levels.,Accurate level-appropriate explanation.
AQ-262,Primary 4-6,Vertical Garden,Knowledge,Why is a fair comparison important when studying the vertical planter?,It reduces bias and supports a valid comparison.
AQ-263,Primary 4-6,Vertical Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-264,Primary 4-6,Vertical Garden,Practical,Use an appropriate tool to collect a repeatable level response.,0-3 technique/units rubric.
AQ-265,Primary 4-6,Vertical Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-266,Primary 4-6,Vertical Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-267,Primary 4-6,Vertical Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-268,Primary 4-6,Vertical Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-269,Primary 4-6,Vertical Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-270,Primary 4-6,Vertical Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-271,Primary 4-6,Crop Rotation Garden,Knowledge,Define or explain one core idea related to crop-family sequence and soil cover.,Accurate level-appropriate explanation.
AQ-272,Primary 4-6,Crop Rotation Garden,Knowledge,Why is a fair comparison important when studying the rotation record?,It reduces bias and supports a valid comparison.
AQ-273,Primary 4-6,Crop Rotation Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-274,Primary 4-6,Crop Rotation Garden,Practical,Use an appropriate tool to collect a repeatable rotation interval.,0-3 technique/units rubric.
AQ-275,Primary 4-6,Crop Rotation Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-276,Primary 4-6,Crop Rotation Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-277,Primary 4-6,Crop Rotation Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-278,Primary 4-6,Crop Rotation Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-279,Primary 4-6,Crop Rotation Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-280,Primary 4-6,Crop Rotation Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-281,Primary 4-6,Water-Smart Garden,Knowledge,"Define or explain one core idea related to infiltration, irrigation and water productivity.",Accurate level-appropriate explanation.
AQ-282,Primary 4-6,Water-Smart Garden,Knowledge,Why is a fair comparison important when studying the water-smart bed?,It reduces bias and supports a valid comparison.
AQ-283,Primary 4-6,Water-Smart Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-284,Primary 4-6,Water-Smart Garden,Practical,Use an appropriate tool to collect a repeatable water metric.,0-3 technique/units rubric.
AQ-285,Primary 4-6,Water-Smart Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-286,Primary 4-6,Water-Smart Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-287,Primary 4-6,Water-Smart Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-288,Primary 4-6,Water-Smart Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-289,Primary 4-6,Water-Smart Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-290,Primary 4-6,Water-Smart Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-291,Primary 4-6,Intro Soilless Garden,Knowledge,"Define or explain one core idea related to flow, pH, EC and root-zone condition.",Accurate level-appropriate explanation.
AQ-292,Primary 4-6,Intro Soilless Garden,Knowledge,Why is a fair comparison important when studying the soilless system?,It reduces bias and supports a valid comparison.
AQ-293,Primary 4-6,Intro Soilless Garden,Knowledge,What should be kept the same when comparing two conditions?,Relevant controlled variables.
AQ-294,Primary 4-6,Intro Soilless Garden,Practical,Use an appropriate tool to collect a repeatable system reading.,0-3 technique/units rubric.
AQ-295,Primary 4-6,Intro Soilless Garden,Practical,Show one quality or safety check before recording the result.,0-3 QC/safety rubric.
AQ-296,Primary 4-6,Intro Soilless Garden,Investigation/Data,"Collect at least three values and calculate a useful summary such as mean, range, rate or percentage.",Correct calculation with units.
AQ-297,Primary 4-6,Intro Soilless Garden,Investigation/Data,Graph or tabulate the result and identify the main pattern.,Accurate graph/table + defensible pattern.
AQ-298,Primary 4-6,Intro Soilless Garden,Mission,Identify one limitation in your investigation and explain how it could affect the result.,Real limitation + plausible effect.
AQ-299,Primary 4-6,Intro Soilless Garden,Mission,Recommend one management or design change based on the evidence.,Evidence-linked recommendation.
AQ-300,Primary 4-6,Intro Soilless Garden,Mission,Design a follow-up test that would strengthen the conclusion.,"Testable, safe follow-up with clear variable/metric."
AQ-301,JSS 1-3,Production Garden,Knowledge,"State a testable hypothesis related to establishment, growth, yield and input use.",Hypothesis names a predictor/treatment and measurable response.
AQ-302,JSS 1-3,Production Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the production plot.,Correct variable classification.
AQ-303,JSS 1-3,Production Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-304,JSS 1-3,Production Garden,Practical,"Set up or demonstrate a teacher-approved measurement of production metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-305,JSS 1-3,Production Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-306,JSS 1-3,Production Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-307,JSS 1-3,Production Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-308,JSS 1-3,Production Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-309,JSS 1-3,Production Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-310,JSS 1-3,Production Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-311,JSS 1-3,Raised Systems Garden,Knowledge,"State a testable hypothesis related to root-zone condition, volume, infiltration and productivity.",Hypothesis names a predictor/treatment and measurable response.
AQ-312,JSS 1-3,Raised Systems Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the raised system.,Correct variable classification.
AQ-313,JSS 1-3,Raised Systems Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-314,JSS 1-3,Raised Systems Garden,Practical,"Set up or demonstrate a teacher-approved measurement of system metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-315,JSS 1-3,Raised Systems Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-316,JSS 1-3,Raised Systems Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-317,JSS 1-3,Raised Systems Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-318,JSS 1-3,Raised Systems Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-319,JSS 1-3,Raised Systems Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-320,JSS 1-3,Raised Systems Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-321,JSS 1-3,Grid Experiment Garden,Knowledge,State a testable hypothesis related to treatment-control comparisons and fair testing.,Hypothesis names a predictor/treatment and measurable response.
AQ-322,JSS 1-3,Grid Experiment Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the grid cell.,Correct variable classification.
AQ-323,JSS 1-3,Grid Experiment Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-324,JSS 1-3,Grid Experiment Garden,Practical,"Set up or demonstrate a teacher-approved measurement of treatment response, including unit and sample ID.",0-3 technical performance rubric.
AQ-325,JSS 1-3,Grid Experiment Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-326,JSS 1-3,Grid Experiment Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-327,JSS 1-3,Grid Experiment Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-328,JSS 1-3,Grid Experiment Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-329,JSS 1-3,Grid Experiment Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-330,JSS 1-3,Grid Experiment Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-331,JSS 1-3,Crop Rotation Garden,Knowledge,State a testable hypothesis related to crop-family sequence and soil cover.,Hypothesis names a predictor/treatment and measurable response.
AQ-332,JSS 1-3,Crop Rotation Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the rotation record.,Correct variable classification.
AQ-333,JSS 1-3,Crop Rotation Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-334,JSS 1-3,Crop Rotation Garden,Practical,"Set up or demonstrate a teacher-approved measurement of rotation interval, including unit and sample ID.",0-3 technical performance rubric.
AQ-335,JSS 1-3,Crop Rotation Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-336,JSS 1-3,Crop Rotation Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-337,JSS 1-3,Crop Rotation Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-338,JSS 1-3,Crop Rotation Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-339,JSS 1-3,Crop Rotation Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-340,JSS 1-3,Crop Rotation Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-341,JSS 1-3,Intercropping Garden,Knowledge,"State a testable hypothesis related to crop density, canopy, component yield and LER.",Hypothesis names a predictor/treatment and measurable response.
AQ-342,JSS 1-3,Intercropping Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the intercrop plot.,Correct variable classification.
AQ-343,JSS 1-3,Intercropping Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-344,JSS 1-3,Intercropping Garden,Practical,"Set up or demonstrate a teacher-approved measurement of intercrop metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-345,JSS 1-3,Intercropping Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-346,JSS 1-3,Intercropping Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-347,JSS 1-3,Intercropping Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-348,JSS 1-3,Intercropping Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-349,JSS 1-3,Intercropping Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-350,JSS 1-3,Intercropping Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-351,JSS 1-3,Water-Smart Garden,Knowledge,"State a testable hypothesis related to infiltration, irrigation and water productivity.",Hypothesis names a predictor/treatment and measurable response.
AQ-352,JSS 1-3,Water-Smart Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the water-smart bed.,Correct variable classification.
AQ-353,JSS 1-3,Water-Smart Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-354,JSS 1-3,Water-Smart Garden,Practical,"Set up or demonstrate a teacher-approved measurement of water metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-355,JSS 1-3,Water-Smart Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-356,JSS 1-3,Water-Smart Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-357,JSS 1-3,Water-Smart Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-358,JSS 1-3,Water-Smart Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-359,JSS 1-3,Water-Smart Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-360,JSS 1-3,Water-Smart Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-361,JSS 1-3,Compost & Soil Garden,Knowledge,State a testable hypothesis related to decomposition and soil response.,Hypothesis names a predictor/treatment and measurable response.
AQ-362,JSS 1-3,Compost & Soil Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the compost/soil sample.,Correct variable classification.
AQ-363,JSS 1-3,Compost & Soil Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-364,JSS 1-3,Compost & Soil Garden,Practical,"Set up or demonstrate a teacher-approved measurement of soil/compost metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-365,JSS 1-3,Compost & Soil Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-366,JSS 1-3,Compost & Soil Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-367,JSS 1-3,Compost & Soil Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-368,JSS 1-3,Compost & Soil Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-369,JSS 1-3,Compost & Soil Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-370,JSS 1-3,Compost & Soil Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-371,JSS 1-3,Soilless Learning Garden,Knowledge,"State a testable hypothesis related to recirculating flow, pH, EC and root-zone condition.",Hypothesis names a predictor/treatment and measurable response.
AQ-372,JSS 1-3,Soilless Learning Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the soilless unit.,Correct variable classification.
AQ-373,JSS 1-3,Soilless Learning Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-374,JSS 1-3,Soilless Learning Garden,Practical,"Set up or demonstrate a teacher-approved measurement of solution metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-375,JSS 1-3,Soilless Learning Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-376,JSS 1-3,Soilless Learning Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-377,JSS 1-3,Soilless Learning Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-378,JSS 1-3,Soilless Learning Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-379,JSS 1-3,Soilless Learning Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-380,JSS 1-3,Soilless Learning Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-381,JSS 1-3,Sensor-Ready Garden,Knowledge,"State a testable hypothesis related to sensor repeatability, error, placement and drift.",Hypothesis names a predictor/treatment and measurable response.
AQ-382,JSS 1-3,Sensor-Ready Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the sensor station.,Correct variable classification.
AQ-383,JSS 1-3,Sensor-Ready Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-384,JSS 1-3,Sensor-Ready Garden,Practical,"Set up or demonstrate a teacher-approved measurement of sensor metric, including unit and sample ID.",0-3 technical performance rubric.
AQ-385,JSS 1-3,Sensor-Ready Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-386,JSS 1-3,Sensor-Ready Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-387,JSS 1-3,Sensor-Ready Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-388,JSS 1-3,Sensor-Ready Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-389,JSS 1-3,Sensor-Ready Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-390,JSS 1-3,Sensor-Ready Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-391,JSS 1-3,Applied Systems Garden,Knowledge,"State a testable hypothesis related to stocks, flows, feedbacks, trade-offs and scenarios.",Hypothesis names a predictor/treatment and measurable response.
AQ-392,JSS 1-3,Applied Systems Garden,Knowledge,Differentiate the response variable from one controlled variable in a study of the system map.,Correct variable classification.
AQ-393,JSS 1-3,Applied Systems Garden,Knowledge,Why are replication and traceable records important?,They characterize variation and allow checking/reproducibility.
AQ-394,JSS 1-3,Applied Systems Garden,Practical,"Set up or demonstrate a teacher-approved measurement of system indicator, including unit and sample ID.",0-3 technical performance rubric.
AQ-395,JSS 1-3,Applied Systems Garden,Practical,Perform one data-quality check appropriate to the measurement.,0-3 QC rubric.
AQ-396,JSS 1-3,Applied Systems Garden,Investigation/Data,Analyze replicate data using an appropriate summary and quantify variation.,Correct summary + variation measure.
AQ-397,JSS 1-3,Applied Systems Garden,Investigation/Data,Use a graph/table to compare conditions and identify the direction and magnitude of an effect.,Correct comparison and effect statement.
AQ-398,JSS 1-3,Applied Systems Garden,Mission,Diagnose one plausible cause of an abnormal result and state what evidence would confirm it.,Plausible diagnosis + confirmatory evidence.
AQ-399,JSS 1-3,Applied Systems Garden,Mission,Write a qualified conclusion that includes uncertainty or a limitation.,Conclusion matches data and qualifies certainty.
AQ-400,JSS 1-3,Applied Systems Garden,Mission,Recommend a management decision and define the evidence threshold that would trigger it.,Decision + measurable trigger.
AQ-401,SSS 1-3,Advanced Production Garden,Knowledge,"Frame a research or engineering question involving yield components, harvest index and resource-use efficiency.",Precise question with system boundary and measurable performance outcome.
AQ-402,SSS 1-3,Advanced Production Garden,Knowledge,Identify one assumption and one constraint relevant to the advanced production plot.,Valid assumption and operational/design constraint.
AQ-403,SSS 1-3,Advanced Production Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-404,SSS 1-3,Advanced Production Garden,Practical,"Execute or demonstrate a technically appropriate measurement of efficiency metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-405,SSS 1-3,Advanced Production Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-406,SSS 1-3,Advanced Production Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-407,SSS 1-3,Advanced Production Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-408,SSS 1-3,Advanced Production Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-409,SSS 1-3,Advanced Production Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-410,SSS 1-3,Advanced Production Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-411,SSS 1-3,Crop Trial Garden,Knowledge,"Frame a research or engineering question involving replicated treatments, blocks, variability and treatment effects.",Precise question with system boundary and measurable performance outcome.
AQ-412,SSS 1-3,Crop Trial Garden,Knowledge,Identify one assumption and one constraint relevant to the crop trial.,Valid assumption and operational/design constraint.
AQ-413,SSS 1-3,Crop Trial Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-414,SSS 1-3,Crop Trial Garden,Practical,"Execute or demonstrate a technically appropriate measurement of treatment effect, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-415,SSS 1-3,Crop Trial Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-416,SSS 1-3,Crop Trial Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-417,SSS 1-3,Crop Trial Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-418,SSS 1-3,Crop Trial Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-419,SSS 1-3,Crop Trial Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-420,SSS 1-3,Crop Trial Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-421,SSS 1-3,Controlled Experiment Garden,Knowledge,"Frame a research or engineering question involving causal variables, factorial effects, confounding and sensitivity.",Precise question with system boundary and measurable performance outcome.
AQ-422,SSS 1-3,Controlled Experiment Garden,Knowledge,Identify one assumption and one constraint relevant to the controlled experiment.,Valid assumption and operational/design constraint.
AQ-423,SSS 1-3,Controlled Experiment Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-424,SSS 1-3,Controlled Experiment Garden,Practical,"Execute or demonstrate a technically appropriate measurement of experimental metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
