ID,Level,Domain,Context,Scenario,Task,Evidence,Success_Criteria,Extension,Safety
FSC-092,Nursery,Build a Food Journey,School Garden,Your class is exploring a school garden. The teacher shows safe pictures or clean examples. Complete a simple build a food journey challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-093,Nursery,Make a Food Choice,Classroom Food Table,Your class is exploring a classroom food table. The teacher shows safe pictures or clean examples. Complete a simple make a food choice challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-094,Nursery,Read the Label,Harvest Basket,Your class is exploring a harvest basket. The teacher shows safe pictures or clean examples. Complete a simple read the label challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-095,Nursery,Plan a Meal,Ingredient Display,Your class is exploring a ingredient display. The teacher shows safe pictures or clean examples. Complete a simple plan a meal challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-096,Nursery,Use Water Wisely,School Lunch Scenario,Your class is exploring a school lunch scenario. The teacher shows safe pictures or clean examples. Complete a simple use water wisely challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-097,Nursery,Reduce Food Waste,Water Station,Your class is exploring a water station. The teacher shows safe pictures or clean examples. Complete a simple reduce food waste challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-098,Nursery,Think Seasonally,Storage Shelf,Your class is exploring a storage shelf. The teacher shows safe pictures or clean examples. Complete a simple think seasonally challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-099,Nursery,Store & Handle Responsibly,Market Basket,Your class is exploring a market basket. The teacher shows safe pictures or clean examples. Complete a simple store & handle responsibly challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-100,Nursery,Solve a Food-System Challenge,Food Journey Map,Your class is exploring a food journey map. The teacher shows safe pictures or clean examples. Complete a simple solve a food-system challenge challenge.,Look carefully. Match or sort the examples. Choose one good action and tell the teacher why it helps.,"Pointing/matching, simple sort, drawing, count or one spoken reason.",Recognizes the item or situation; makes a sensible choice; uses one relevant word; handles materials safely.,Draw what should happen next.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-101,Primary 1-3,Know the Ingredient,School Garden,Your group is working with a school garden. You need to use what you learned from the garden to complete a know the ingredient decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-102,Primary 1-3,Build a Food Journey,Classroom Food Table,Your group is working with a classroom food table. You need to use what you learned from the garden to complete a build a food journey decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-103,Primary 1-3,Make a Food Choice,Harvest Basket,Your group is working with a harvest basket. You need to use what you learned from the garden to complete a make a food choice decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-104,Primary 1-3,Read the Label,Ingredient Display,Your group is working with a ingredient display. You need to use what you learned from the garden to complete a read the label decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-105,Primary 1-3,Plan a Meal,School Lunch Scenario,Your group is working with a school lunch scenario. You need to use what you learned from the garden to complete a plan a meal decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-106,Primary 1-3,Use Water Wisely,Water Station,Your group is working with a water station. You need to use what you learned from the garden to complete a use water wisely decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-107,Primary 1-3,Reduce Food Waste,Storage Shelf,Your group is working with a storage shelf. You need to use what you learned from the garden to complete a reduce food waste decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-108,Primary 1-3,Think Seasonally,Market Basket,Your group is working with a market basket. You need to use what you learned from the garden to complete a think seasonally decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-109,Primary 1-3,Store & Handle Responsibly,Food Journey Map,Your group is working with a food journey map. You need to use what you learned from the garden to complete a store & handle responsibly decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-110,Primary 1-3,Solve a Food-System Challenge,School Food-Waste Station,Your group is working with a school food-waste station. You need to use what you learned from the garden to complete a solve a food-system challenge decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-111,Primary 1-3,Know the Ingredient,Classroom Food Table,Your group is working with a classroom food table. You need to use what you learned from the garden to complete a know the ingredient decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-112,Primary 1-3,Build a Food Journey,Harvest Basket,Your group is working with a harvest basket. You need to use what you learned from the garden to complete a build a food journey decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-113,Primary 1-3,Make a Food Choice,Ingredient Display,Your group is working with a ingredient display. You need to use what you learned from the garden to complete a make a food choice decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-114,Primary 1-3,Read the Label,School Lunch Scenario,Your group is working with a school lunch scenario. You need to use what you learned from the garden to complete a read the label decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-115,Primary 1-3,Plan a Meal,Water Station,Your group is working with a water station. You need to use what you learned from the garden to complete a plan a meal decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-116,Primary 1-3,Use Water Wisely,Storage Shelf,Your group is working with a storage shelf. You need to use what you learned from the garden to complete a use water wisely decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-117,Primary 1-3,Reduce Food Waste,Market Basket,Your group is working with a market basket. You need to use what you learned from the garden to complete a reduce food waste decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-118,Primary 1-3,Think Seasonally,Food Journey Map,Your group is working with a food journey map. You need to use what you learned from the garden to complete a think seasonally decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-119,Primary 1-3,Store & Handle Responsibly,School Food-Waste Station,Your group is working with a school food-waste station. You need to use what you learned from the garden to complete a store & handle responsibly decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-120,Primary 1-3,Solve a Food-System Challenge,School Garden,Your group is working with a school garden. You need to use what you learned from the garden to complete a solve a food-system challenge decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-121,Primary 1-3,Know the Ingredient,Harvest Basket,Your group is working with a harvest basket. You need to use what you learned from the garden to complete a know the ingredient decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-122,Primary 1-3,Build a Food Journey,Ingredient Display,Your group is working with a ingredient display. You need to use what you learned from the garden to complete a build a food journey decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-123,Primary 1-3,Make a Food Choice,School Lunch Scenario,Your group is working with a school lunch scenario. You need to use what you learned from the garden to complete a make a food choice decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-124,Primary 1-3,Read the Label,Water Station,Your group is working with a water station. You need to use what you learned from the garden to complete a read the label decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-125,Primary 1-3,Plan a Meal,Storage Shelf,Your group is working with a storage shelf. You need to use what you learned from the garden to complete a plan a meal decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-126,Primary 1-3,Use Water Wisely,Market Basket,Your group is working with a market basket. You need to use what you learned from the garden to complete a use water wisely decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-127,Primary 1-3,Reduce Food Waste,Food Journey Map,Your group is working with a food journey map. You need to use what you learned from the garden to complete a reduce food waste decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-128,Primary 1-3,Think Seasonally,School Food-Waste Station,Your group is working with a school food-waste station. You need to use what you learned from the garden to complete a think seasonally decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-129,Primary 1-3,Store & Handle Responsibly,School Garden,Your group is working with a school garden. You need to use what you learned from the garden to complete a store & handle responsibly decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-130,Primary 1-3,Solve a Food-System Challenge,Classroom Food Table,Your group is working with a classroom food table. You need to use what you learned from the garden to complete a solve a food-system challenge decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-131,Primary 1-3,Know the Ingredient,Ingredient Display,Your group is working with a ingredient display. You need to use what you learned from the garden to complete a know the ingredient decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-132,Primary 1-3,Build a Food Journey,School Lunch Scenario,Your group is working with a school lunch scenario. You need to use what you learned from the garden to complete a build a food journey decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-133,Primary 1-3,Make a Food Choice,Water Station,Your group is working with a water station. You need to use what you learned from the garden to complete a make a food choice decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-134,Primary 1-3,Read the Label,Storage Shelf,Your group is working with a storage shelf. You need to use what you learned from the garden to complete a read the label decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-135,Primary 1-3,Plan a Meal,Market Basket,Your group is working with a market basket. You need to use what you learned from the garden to complete a plan a meal decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-136,Primary 1-3,Use Water Wisely,Food Journey Map,Your group is working with a food journey map. You need to use what you learned from the garden to complete a use water wisely decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-137,Primary 1-3,Reduce Food Waste,School Food-Waste Station,Your group is working with a school food-waste station. You need to use what you learned from the garden to complete a reduce food waste decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-138,Primary 1-3,Think Seasonally,School Garden,Your group is working with a school garden. You need to use what you learned from the garden to complete a think seasonally decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-139,Primary 1-3,Store & Handle Responsibly,Classroom Food Table,Your group is working with a classroom food table. You need to use what you learned from the garden to complete a store & handle responsibly decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-140,Primary 1-3,Solve a Food-System Challenge,Harvest Basket,Your group is working with a harvest basket. You need to use what you learned from the garden to complete a solve a food-system challenge decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-141,Primary 1-3,Know the Ingredient,School Lunch Scenario,Your group is working with a school lunch scenario. You need to use what you learned from the garden to complete a know the ingredient decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-142,Primary 1-3,Build a Food Journey,Water Station,Your group is working with a water station. You need to use what you learned from the garden to complete a build a food journey decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-143,Primary 1-3,Make a Food Choice,Storage Shelf,Your group is working with a storage shelf. You need to use what you learned from the garden to complete a make a food choice decision.,"Identify the important information, compare at least two options, choose an action and explain your choice with one observation or measurement.","Short table, sequence, drawing, label comparison, tally or 2-3 sentence explanation.",Correct identification; usable evidence; reasonable choice; clear garden-to-food connection.,Suggest one way to make the choice reduce waste or protect resources.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
